X,Y,temperatura
-15835197.57,9542826.396,-33.2
-15779537.82,9542826.396,-32.7
-15723878.07,9542826.396,-31
-15668218.33,9542826.396,-31.4
-15612558.58,9542826.396,-32.8
-15556898.84,9542826.396,-32.9
-15501239.09,9542826.396,-33
-15445579.35,9542826.396,-32.4
-15389919.6,9542826.396,-32
-15334259.86,9542826.396,-31.8
-15278600.11,9542826.396,-31.3
-15222940.37,9542826.396,-31
-15167280.62,9542826.396,-30.5
-15111620.88,9542826.396,-30.2
-15055961.13,9542826.396,-29.9
-15000301.38,9542826.396,-29.6
-14944641.64,9542826.396,-29.3
-14888981.89,9542826.396,-29
-14833322.15,9542826.396,-28.5
-14777662.4,9542826.396,-28.3
-14722002.66,9542826.396,-28.4
-14666342.91,9542826.396,-28.4
-14610683.17,9542826.396,-28.7
-14555023.42,9542826.396,-29.5
-14499363.68,9542826.396,-29.7
-14443703.93,9542826.396,-29.8
-14388044.19,9542826.396,-30.1
-14332384.44,9542826.396,-30.4
-14276724.69,9542826.396,-30.6
-14221064.95,9542826.396,-30.3
-14165405.2,9542826.396,-29.8
-14109745.46,9542826.396,-27.9
-14054085.71,9542826.396,-29
-13998425.97,9542826.396,-29.1
-13942766.22,9542826.396,-28.8
-13887106.48,9542826.396,-28.7
-13831446.73,9542826.396,-29.4
-13775786.99,9542826.396,-29.2
-13720127.24,9542826.396,-28.8
-13664467.49,9542826.396,-28.7
-13608807.75,9542826.396,-28.6
-13553148,9542826.396,-28.3
-13497488.26,9542826.396,-28.2
-13441828.51,9542826.396,-28.2
-13386168.77,9542826.396,-26.9
-13330509.02,9542826.396,-26.6
-13274849.28,9542826.396,-26.6
-13219189.53,9542826.396,-28.1
-13163529.79,9542826.396,-28.1
-13107870.04,9542826.396,-28.2
-13052210.3,9542826.396,-28.2
-12996550.55,9542826.396,-28.3
-12940890.8,9542826.396,-28.4
-12885231.06,9542826.396,-27.6
-12829571.31,9542826.396,-27.6
-12773911.57,9542826.396,-27.7
-12718251.82,9542826.396,-27.7
-12662592.08,9542826.396,-27.7
-12606932.33,9542826.396,-27.7
-12551272.59,9542826.396,-27.7
-12495612.84,9542826.396,-27.7
-12439953.1,9542826.396,-27.7
-12384293.35,9542826.396,-27.5
-12328633.61,9542826.396,-27.3
-12272973.86,9542826.396,-27
-12217314.11,9542826.396,-26.7
-12161654.37,9542826.396,-26.3
-12105994.62,9542826.396,-26.1
-12050334.88,9542826.396,-25.9
-11994675.13,9542826.396,-25.8
-11939015.39,9542826.396,-25.6
-11883355.64,9542826.396,-25.5
-11827695.9,9542826.396,-25.4
-11772036.15,9542826.396,-25.4
-11716376.41,9542826.396,-25.5
-11660716.66,9542826.396,-25.6
-11605056.92,9542826.396,-25.8
-11549397.17,9542826.396,-25.9
-11493737.42,9542826.396,-26
-11438077.68,9542826.396,-26.1
-11382417.93,9542826.396,-26.3
-11326758.19,9542826.396,-27.1
-11271098.44,9542826.396,-27.3
-11215438.7,9542826.396,-27.4
-11159778.95,9542826.396,-27.5
-11104119.21,9542826.396,-27.5
-11048459.46,9542826.396,-27.5
-10992799.72,9542826.396,-27.4
-10937139.97,9542826.396,-27.4
-10881480.23,9542826.396,-27.3
-10825820.48,9542826.396,-27.2
-10770160.73,9542826.396,-27
-10714500.99,9542826.396,-26.8
-10658841.24,9542826.396,-26.6
-10603181.5,9542826.396,-26.4
-10547521.75,9542826.396,-26.3
-10491862.01,9542826.396,-26.2
-10436202.26,9542826.396,-26.1
-10380542.52,9542826.396,-26
-10324882.77,9542826.396,-25.9
-10269223.03,9542826.396,-25.8
-10213563.28,9542826.396,-25.8
-10157903.53,9542826.396,-25.9
-10102243.79,9542826.396,-25.9
-10046584.04,9542826.396,-25.9
-9990924.299,9542826.396,-25.8
-9935264.553,9542826.396,-25.9
-9879604.808,9542826.396,-26.1
-9823945.063,9542826.396,-26.4
-9768285.317,9542826.396,-26.7
-9712625.572,9542826.396,-27.1
-9601306.081,9542826.396,-27.5
-9545646.336,9542826.396,-27.5
-9489986.59,9542826.396,-27.6
-9434326.845,9542826.396,-27.2
-9378667.099,9542826.396,-26.2
-9323007.354,9542826.396,-26.2
-9267347.609,9542826.396,-25.8
-9211687.863,9542826.396,-26.1
-9156028.118,9542826.396,-25.9
-8710750.155,9542826.396,-23
-8655090.409,9542826.396,-22.7
-8599430.664,9542826.396,-22.3
-8543770.918,9542826.396,-22.1
-8488111.173,9542826.396,-22.2
-8432451.428,9542826.396,-22.3
-8376791.682,9542826.396,-22.4
-8321131.937,9542826.396,-22.5
-8265472.191,9542826.396,-22.8
-8209812.446,9542826.396,-23.2
-8154152.701,9542826.396,-23.6
-8098492.955,9542826.396,-24.1
-8042833.21,9542826.396,-24.7
-7987173.464,9542826.396,-25.2
-7931513.719,9542826.396,-25.7
-7875853.974,9542826.396,-26
-7820194.228,9542826.396,-26.4
-7764534.483,9542826.396,-26.6
-7708874.737,9542826.396,-26.7
-7653214.992,9542826.396,-26.8
-7597555.247,9542826.396,-26.5
-7541895.501,9542826.396,-26.4
-7486235.756,9542826.396,-26.3
-7430576.01,9542826.396,-26.6
-7374916.265,9542826.396,-26.9
-7319256.52,9542826.396,-26.9
-7096617.538,9542826.396,-26.5
-5816443.394,9542826.396,-9
-5760783.649,9542826.396,-9.4
-5705123.903,9542826.396,-9.6
-5649464.158,9542826.396,-9.9
-5593804.412,9542826.396,-10.2
-5538144.667,9542826.396,-11.7
-5482484.922,9542826.396,-13.5
-5426825.176,9542826.396,-14.7
-5371165.431,9542826.396,-15.5
-5315505.685,9542826.396,-16.2
-5259845.94,9542826.396,-16.6
-5204186.195,9542826.396,-17.1
-5148526.449,9542826.396,-17.6
-5092866.704,9542826.396,-17.8
-5037206.958,9542826.396,-18
-4981547.213,9542826.396,-18
-4925887.468,9542826.396,-18
-4870227.722,9542826.396,-17.4
-4814567.977,9542826.396,-16.8
-4758908.231,9542826.396,-15.4
-4703248.486,9542826.396,-14.3
-4647588.741,9542826.396,-12.9
-4591928.995,9542826.396,-10.2
-4536269.25,9542826.396,-8.3
-2643837.906,9542826.396,-0.9
-2588178.161,9542826.396,-0.3
-2532518.416,9542826.396,-0.2
-2476858.67,9542826.396,-0.5
-2421198.925,9542826.396,-1.2
-2365539.179,9542826.396,-1.9
-2309879.434,9542826.396,-2.4
-2254219.689,9542826.396,-3.9
-2198559.943,9542826.396,-3.5
-2142900.198,9542826.396,-2.7
-2087240.452,9542826.396,-3.7
-2031580.707,9542826.396,-2.6
-1975920.962,9542826.396,-4.8
-1920261.216,9542826.396,-6.1
-1864601.471,9542826.396,-6.3
-1808941.725,9542826.396,-4.7
-1753281.98,9542826.396,-4.4
-1697622.235,9542826.396,-3.3
-1641962.489,9542826.396,-3.1
-1586302.744,9542826.396,-1.6
-1530642.998,9542826.396,-0.3
1196684.526,9542826.396,5.7
1252344.271,9542826.396,4.3
1308004.017,9542826.396,2.7
1363663.762,9542826.396,0.6
1419323.508,9542826.396,-1
1474983.253,9542826.396,-1.8
1530642.998,9542826.396,-3
1586302.744,9542826.396,-3.4
1641962.489,9542826.396,-4.2
1697622.235,9542826.396,-4.2
1753281.98,9542826.396,-4
1808941.725,9542826.396,-4.4
1864601.471,9542826.396,-4.5
1920261.216,9542826.396,-4.8
1975920.962,9542826.396,-4.9
2031580.707,9542826.396,-4.6
2087240.452,9542826.396,-4.4
2142900.198,9542826.396,-3.8
2198559.943,9542826.396,-3
2254219.689,9542826.396,-1.6
2309879.434,9542826.396,-0.9
2365539.179,9542826.396,-0.2
2699497.652,9542826.396,-1
2755157.397,9542826.396,-1.3
2810817.143,9542826.396,-1.5
2866476.888,9542826.396,-1.9
2922136.633,9542826.396,-2.3
2977796.379,9542826.396,-2.7
3033456.124,9542826.396,-3.2
3089115.87,9542826.396,-3.6
3144775.615,9542826.396,-3.8
3200435.36,9542826.396,-3.9
3256095.106,9542826.396,-4
3311754.851,9542826.396,-4.3
3367414.596,9542826.396,-4.5
3423074.342,9542826.396,-4.8
3478734.087,9542826.396,-5
3534393.833,9542826.396,-5.2
3590053.578,9542826.396,-5.3
3645713.323,9542826.396,-4.9
3701373.069,9542826.396,-4.5
3757032.814,9542826.396,-4.2
3812692.56,9542826.396,-4.1
3868352.305,9542826.396,-4
3979671.796,9542826.396,-3.6
4090991.287,9542826.396,-3.6
4146651.032,9542826.396,-3.8
4202310.777,9542826.396,-4.1
4257970.523,9542826.396,-4.7
4313630.268,9542826.396,-5.4
4369290.014,9542826.396,-5.9
4424949.759,9542826.396,-6.4
4480609.504,9542826.396,-6.8
4536269.25,9542826.396,-7.2
4591928.995,9542826.396,-7.6
4647588.741,9542826.396,-7.9
4703248.486,9542826.396,-7.7
4758908.231,9542826.396,-8
4814567.977,9542826.396,-8.3
4870227.722,9542826.396,-8.6
4925887.468,9542826.396,-8.9
4981547.213,9542826.396,-9.3
5037206.958,9542826.396,-9.7
5092866.704,9542826.396,-10
5148526.449,9542826.396,-10.3
5204186.195,9542826.396,-10.6
5259845.94,9542826.396,-10.8
5315505.685,9542826.396,-11
5371165.431,9542826.396,-11.1
5426825.176,9542826.396,-11.2
5482484.922,9542826.396,-11.3
5538144.667,9542826.396,-11.3
5593804.412,9542826.396,-11.4
5649464.158,9542826.396,-11.4
5705123.903,9542826.396,-11.5
5760783.649,9542826.396,-11.6
5816443.394,9542826.396,-11.7
5872103.139,9542826.396,-11.9
5927762.885,9542826.396,-12
5983422.63,9542826.396,-12.1
6039082.376,9542826.396,-12.1
6094742.121,9542826.396,-12.2
6150401.866,9542826.396,-12.4
6206061.612,9542826.396,-12.5
6261721.357,9542826.396,-12.7
6317381.103,9542826.396,-12.9
6373040.848,9542826.396,-13
6428700.593,9542826.396,-13.2
6484360.339,9542826.396,-13.5
6540020.084,9542826.396,-13.5
6595679.83,9542826.396,-13.2
6651339.575,9542826.396,-17.7
6706999.32,9542826.396,-13.9
6762659.066,9542826.396,-14.5
6818318.811,9542826.396,-15.1
6873978.556,9542826.396,-15.4
6929638.302,9542826.396,-15.7
6985298.047,9542826.396,-15.9
7040957.793,9542826.396,-16.1
7096617.538,9542826.396,-16.3
7152277.283,9542826.396,-16.4
7207937.029,9542826.396,-16.5
7263596.774,9542826.396,-16.6
7319256.52,9542826.396,-16.7
7374916.265,9542826.396,-16.8
7430576.01,9542826.396,-16.8
7486235.756,9542826.396,-16.9
7541895.501,9542826.396,-16.9
7597555.247,9542826.396,-16.9
7653214.992,9542826.396,-17
7708874.737,9542826.396,-17
7764534.483,9542826.396,-17.1
7820194.228,9542826.396,-17.1
7875853.974,9542826.396,-17.1
7931513.719,9542826.396,-17
7987173.464,9542826.396,-16.9
8042833.21,9542826.396,-16.9
8098492.955,9542826.396,-16.9
8154152.701,9542826.396,-17
8209812.446,9542826.396,-17
8265472.191,9542826.396,-17.1
8321131.937,9542826.396,-17.1
8376791.682,9542826.396,-17.2
8432451.428,9542826.396,-17.3
8488111.173,9542826.396,-17.3
8543770.918,9542826.396,-17.5
8599430.664,9542826.396,-17.6
8655090.409,9542826.396,-17.7
8710750.155,9542826.396,-17.8
8766409.9,9542826.396,-17.8
8822069.645,9542826.396,-17.9
8877729.391,9542826.396,-18
8933389.136,9542826.396,-18
8989048.882,9542826.396,-17.7
9044708.627,9542826.396,-17.4
9100368.372,9542826.396,-17.2
9156028.118,9542826.396,-17.1
9211687.863,9542826.396,-16.9
9267347.609,9542826.396,-16.8
9323007.354,9542826.396,-16.6
9378667.099,9542826.396,-16.5
9434326.845,9542826.396,-16.4
9489986.59,9542826.396,-16.4
9545646.336,9542826.396,-16.5
9601306.081,9542826.396,-16.5
9656965.826,9542826.396,-16.5
9712625.572,9542826.396,-16.7
9768285.317,9542826.396,-16.8
9823945.063,9542826.396,-17.1
9879604.808,9542826.396,-17.4
9935264.553,9542826.396,-17.9
9990924.299,9542826.396,-18.3
10046584.04,9542826.396,-18.8
10102243.79,9542826.396,-19.3
10157903.53,9542826.396,-18.2
10213563.28,9542826.396,-18.7
10269223.03,9542826.396,-19.6
10324882.77,9542826.396,-22.1
10380542.52,9542826.396,-21.3
10436202.26,9542826.396,-23.5
10491862.01,9542826.396,-24.3
10547521.75,9542826.396,-22.8
10603181.5,9542826.396,-23
10658841.24,9542826.396,-23.7
10714500.99,9542826.396,-24.1
10770160.73,9542826.396,-24.1
10825820.48,9542826.396,-23.6
10881480.23,9542826.396,-23.9
10937139.97,9542826.396,-23.9
10992799.72,9542826.396,-24.1
11048459.46,9542826.396,-24.6
11104119.21,9542826.396,-24.9
11159778.95,9542826.396,-24.8
11215438.7,9542826.396,-24.8
11271098.44,9542826.396,-25
11326758.19,9542826.396,-25.3
11382417.93,9542826.396,-25.2
11438077.68,9542826.396,-25.1
11493737.42,9542826.396,-25
11549397.17,9542826.396,-24.8
11605056.92,9542826.396,-25
11660716.66,9542826.396,-24.8
11716376.41,9542826.396,-28.7
11772036.15,9542826.396,-28.6
11827695.9,9542826.396,-28.4
11883355.64,9542826.396,-27.8
11939015.39,9542826.396,-27.7
11994675.13,9542826.396,-27.6
12050334.88,9542826.396,-27.6
12105994.62,9542826.396,-27.7
12161654.37,9542826.396,-28.2
12217314.11,9542826.396,-28.5
12272973.86,9542826.396,-28.8
12328633.61,9542826.396,-28.8
12384293.35,9542826.396,-29
12439953.1,9542826.396,-29.5
12495612.84,9542826.396,-29.8
12551272.59,9542826.396,-30
12606932.33,9542826.396,-29.9
12662592.08,9542826.396,-30
12718251.82,9542826.396,-30
12773911.57,9542826.396,-30.2
12829571.31,9542826.396,-30
12885231.06,9542826.396,-30.8
12940890.8,9542826.396,-30.7
12996550.55,9542826.396,-30.6
13052210.3,9542826.396,-30.3
13107870.04,9542826.396,-30.1
13163529.79,9542826.396,-30
13219189.53,9542826.396,-29.8
13274849.28,9542826.396,-29.7
13330509.02,9542826.396,-29.6
13386168.77,9542826.396,-29.4
13441828.51,9542826.396,-29.4
13497488.26,9542826.396,-29.5
13553148,9542826.396,-29.6
13608807.75,9542826.396,-29.8
13664467.49,9542826.396,-29.9
13720127.24,9542826.396,-30.1
13775786.99,9542826.396,-30.5
13831446.73,9542826.396,-30.8
13887106.48,9542826.396,-30.9
13942766.22,9542826.396,-31
13998425.97,9542826.396,-31.1
14054085.71,9542826.396,-29.5
14109745.46,9542826.396,-29.5
14165405.2,9542826.396,-28.3
14221064.95,9542826.396,-33.1
14276724.69,9542826.396,-34
14332384.44,9542826.396,-34.3
14388044.19,9542826.396,-34.1
14443703.93,9542826.396,-34.9
14499363.68,9542826.396,-35.6
14555023.42,9542826.396,-36
14610683.17,9542826.396,-36.6
14666342.91,9542826.396,-37.1
14722002.66,9542826.396,-37.6
14777662.4,9542826.396,-38.4
14833322.15,9542826.396,-39.3
14888981.89,9542826.396,-39.9
14944641.64,9542826.396,-40.3
15000301.38,9542826.396,-40.9
15055961.13,9542826.396,-41.5
15111620.88,9542826.396,-40.2
15167280.62,9542826.396,-42.6
15222940.37,9542826.396,-43.1
15278600.11,9542826.396,-43.8
15334259.86,9542826.396,-44.6
15389919.6,9542826.396,-45.2
15445579.35,9542826.396,-45.5
15501239.09,9542826.396,-45.9
15556898.84,9542826.396,-46.3
15612558.58,9542826.396,-46.7
15668218.33,9542826.396,-47.1
15723878.07,9542826.396,-47.4
15779537.82,9542826.396,-47.4
15835197.57,9542826.396,-47.4
15890857.31,9542826.396,-47.3
15946517.06,9542826.396,-47
16002176.8,9542826.396,-46.5
16057836.55,9542826.396,-43.1
16113496.29,9542826.396,-42.6
16169156.04,9542826.396,-42.2
16224815.78,9542826.396,-41.7
16280475.53,9542826.396,-41.3
16336135.27,9542826.396,-41
16391795.02,9542826.396,-40.5
16447454.76,9542826.396,-38.9
16503114.51,9542826.396,-39.7
16558774.26,9542826.396,-39.4
16614434,9542826.396,-36.9
16670093.75,9542826.396,-36.9
16725753.49,9542826.396,-37.8
16781413.24,9542826.396,-37
16837072.98,9542826.396,-36.7
16892732.73,9542826.396,-36.6
16948392.47,9542826.396,-37
17004052.22,9542826.396,-36.9
17059711.96,9542826.396,-35.9
17115371.71,9542826.396,-36.9
17171031.45,9542826.396,-36.5
17226691.2,9542826.396,-36.5
17282350.95,9542826.396,-35.2
17338010.69,9542826.396,-36.2
17393670.44,9542826.396,-36
17449330.18,9542826.396,-34.3
17504989.93,9542826.396,-33.7
17560649.67,9542826.396,-32.7
17616309.42,9542826.396,-31.1
17671969.16,9542826.396,-30.8
17727628.91,9542826.396,-30.2
17783288.65,9542826.396,-29.9
17838948.4,9542826.396,-31.8
17894608.15,9542826.396,-31.5
17950267.89,9542826.396,-30.2
18005927.64,9542826.396,-29.4
18061587.38,9542826.396,-28.4
18117247.13,9542826.396,-32.6
18172906.87,9542826.396,-32.5
18228566.62,9542826.396,-27.2
18284226.36,9542826.396,-27.6
18339886.11,9542826.396,-32.2
18395545.85,9542826.396,-26.6
18451205.6,9542826.396,-26.7
18506865.34,9542826.396,-26.8
18562525.09,9542826.396,-27
18618184.84,9542826.396,-25.6
18673844.58,9542826.396,-26.3
18729504.33,9542826.396,-26.5
18785164.07,9542826.396,-28.5
18840823.82,9542826.396,-28.1
18896483.56,9542826.396,-27.3
18952143.31,9542826.396,-26.7
19007803.05,9542826.396,-26.4
19063462.8,9542826.396,-26
19119122.54,9542826.396,-25.7
19174782.29,9542826.396,-25.6
19230442.03,9542826.396,-24.5
19286101.78,9542826.396,-23.7
19341761.53,9542826.396,-22.7
19397421.27,9542826.396,-22.1
19453081.02,9542826.396,-21.6
19508740.76,9542826.396,-21.3
19564400.51,9542826.396,-20.8
19620060.25,9542826.396,-20.3
19675720,9542826.396,-19.8
19731379.74,9542826.396,-19.5
19787039.49,9542826.396,-19.1
19842699.23,9542826.396,-18.8
19898358.98,9542826.396,-18.1
19954018.72,9542826.396,-17.4
20009678.47,9542826.396,-16.7
-19397421.27,9413534.782,-13
-19341761.53,9413534.782,-13.1
-19286101.78,9413534.782,-13.5
-19230442.03,9413534.782,-14.2
-18395545.85,9413534.782,-17.9
-18339886.11,9413534.782,-17.8
-18172906.87,9413534.782,-18.6
-18117247.13,9413534.782,-19.2
-17950267.89,9413534.782,-21.2
-17894608.15,9413534.782,-22
-17838948.4,9413534.782,-22.8
-17783288.65,9413534.782,-22.6
-17727628.91,9413534.782,-23.3
-17671969.16,9413534.782,-25
-17616309.42,9413534.782,-25.7
-17560649.67,9413534.782,-26.6
-17504989.93,9413534.782,-27.3
-17449330.18,9413534.782,-27.4
-17393670.44,9413534.782,-27.3
-17338010.69,9413534.782,-27.5
-17282350.95,9413534.782,-27.3
-17226691.2,9413534.782,-27.1
-17171031.45,9413534.782,-26.8
-17115371.71,9413534.782,-27
-17059711.96,9413534.782,-27.1
-17004052.22,9413534.782,-25.7
-16948392.47,9413534.782,-25.5
-16892732.73,9413534.782,-25.3
-16837072.98,9413534.782,-26.1
-16781413.24,9413534.782,-25.3
-16725753.49,9413534.782,-25
-16670093.75,9413534.782,-25.3
-16614434,9413534.782,-25.2
-16558774.26,9413534.782,-25.2
-16503114.51,9413534.782,-25.3
-16447454.76,9413534.782,-25.5
-16391795.02,9413534.782,-25.8
-16336135.27,9413534.782,-25.8
-16280475.53,9413534.782,-26.2
-16224815.78,9413534.782,-26.7
-16169156.04,9413534.782,-27
-16113496.29,9413534.782,-27
-16057836.55,9413534.782,-30.3
-16002176.8,9413534.782,-31.3
-15946517.06,9413534.782,-31.4
-15890857.31,9413534.782,-31.7
-15835197.57,9413534.782,-32.5
-15779537.82,9413534.782,-32.1
-15723878.07,9413534.782,-33.3
-15668218.33,9413534.782,-33.2
-15612558.58,9413534.782,-32
-15556898.84,9413534.782,-33.1
-15501239.09,9413534.782,-32.6
-15445579.35,9413534.782,-32.6
-15389919.6,9413534.782,-32.4
-15334259.86,9413534.782,-32.2
-15278600.11,9413534.782,-31.9
-15222940.37,9413534.782,-31.6
-15167280.62,9413534.782,-30.9
-15111620.88,9413534.782,-30.4
-15055961.13,9413534.782,-29.8
-15000301.38,9413534.782,-29.7
-14944641.64,9413534.782,-29.4
-14888981.89,9413534.782,-29.2
-14833322.15,9413534.782,-28.8
-14777662.4,9413534.782,-28.2
-14722002.66,9413534.782,-28.1
-14666342.91,9413534.782,-27.9
-14610683.17,9413534.782,-28.2
-14555023.42,9413534.782,-28.5
-14499363.68,9413534.782,-28.7
-14443703.93,9413534.782,-28.6
-14388044.19,9413534.782,-29
-14332384.44,9413534.782,-29.3
-14276724.69,9413534.782,-29.7
-14221064.95,9413534.782,-29.8
-14165405.2,9413534.782,-29.6
-14109745.46,9413534.782,-27.3
-14054085.71,9413534.782,-27.5
-13998425.97,9413534.782,-27.7
-13942766.22,9413534.782,-28.7
-13887106.48,9413534.782,-28.3
-13831446.73,9413534.782,-27.7
-13775786.99,9413534.782,-27.1
-13720127.24,9413534.782,-27.6
-13664467.49,9413534.782,-28.9
-13608807.75,9413534.782,-28.8
-13553148,9413534.782,-28.5
-13497488.26,9413534.782,-28.3
-13441828.51,9413534.782,-28.2
-13386168.77,9413534.782,-26.9
-13330509.02,9413534.782,-26.9
-13274849.28,9413534.782,-27.1
-13219189.53,9413534.782,-27.2
-13163529.79,9413534.782,-27.1
-13107870.04,9413534.782,-28.3
-13052210.3,9413534.782,-28.4
-12996550.55,9413534.782,-28.5
-12940890.8,9413534.782,-28.6
-12885231.06,9413534.782,-27.7
-12829571.31,9413534.782,-27.8
-12773911.57,9413534.782,-27.8
-12718251.82,9413534.782,-27.7
-12662592.08,9413534.782,-27.7
-12606932.33,9413534.782,-27.7
-12551272.59,9413534.782,-27.6
-12495612.84,9413534.782,-27.4
-12439953.1,9413534.782,-27.3
-12384293.35,9413534.782,-27.2
-12328633.61,9413534.782,-27
-12272973.86,9413534.782,-26.8
-12217314.11,9413534.782,-26.5
-12161654.37,9413534.782,-26.1
-12105994.62,9413534.782,-25.7
-12050334.88,9413534.782,-25.4
-11994675.13,9413534.782,-25.2
-11939015.39,9413534.782,-25.1
-11883355.64,9413534.782,-24.9
-11827695.9,9413534.782,-24.7
-11772036.15,9413534.782,-24.7
-11716376.41,9413534.782,-24.8
-11660716.66,9413534.782,-24.8
-11605056.92,9413534.782,-25
-11549397.17,9413534.782,-25.2
-11493737.42,9413534.782,-25.5
-11438077.68,9413534.782,-26.4
-11382417.93,9413534.782,-26.1
-11326758.19,9413534.782,-27
-11271098.44,9413534.782,-27.1
-11215438.7,9413534.782,-27.3
-11159778.95,9413534.782,-27.4
-11104119.21,9413534.782,-27.4
-11048459.46,9413534.782,-27.4
-10992799.72,9413534.782,-27.4
-10937139.97,9413534.782,-27.3
-10881480.23,9413534.782,-27.1
-10825820.48,9413534.782,-27
-10770160.73,9413534.782,-26.8
-10714500.99,9413534.782,-26.7
-10658841.24,9413534.782,-26.7
-10603181.5,9413534.782,-26.5
-10547521.75,9413534.782,-26.4
-10491862.01,9413534.782,-26.3
-10436202.26,9413534.782,-26.1
-10380542.52,9413534.782,-26
-10324882.77,9413534.782,-26
-10269223.03,9413534.782,-25.9
-10213563.28,9413534.782,-25.8
-10157903.53,9413534.782,-25.8
-10102243.79,9413534.782,-25.9
-10046584.04,9413534.782,-25.9
-9990924.299,9413534.782,-26.2
-9935264.553,9413534.782,-26.3
-9879604.808,9413534.782,-26.4
-9823945.063,9413534.782,-26.7
-9768285.317,9413534.782,-27
-9601306.081,9413534.782,-27.5
-9545646.336,9413534.782,-27.5
-9489986.59,9413534.782,-27.6
-9434326.845,9413534.782,-27.5
-9378667.099,9413534.782,-27.1
-9323007.354,9413534.782,-26.9
-9267347.609,9413534.782,-26.7
-9211687.863,9413534.782,-26.3
-9156028.118,9413534.782,-26
-9100368.372,9413534.782,-25.7
-8655090.409,9413534.782,-22.7
-8599430.664,9413534.782,-22.3
-8543770.918,9413534.782,-22.1
-8488111.173,9413534.782,-22.1
-8432451.428,9413534.782,-22.1
-8376791.682,9413534.782,-22.2
-8321131.937,9413534.782,-22.4
-8265472.191,9413534.782,-22.7
-8209812.446,9413534.782,-23.2
-8154152.701,9413534.782,-23.6
-8098492.955,9413534.782,-24
-8042833.21,9413534.782,-24.4
-7987173.464,9413534.782,-24.9
-7931513.719,9413534.782,-25.3
-7875853.974,9413534.782,-25.5
-7820194.228,9413534.782,-25.9
-7764534.483,9413534.782,-26.3
-7708874.737,9413534.782,-26.5
-7653214.992,9413534.782,-26.6
-7597555.247,9413534.782,-26.3
-7541895.501,9413534.782,-26.2
-7486235.756,9413534.782,-26.2
-7430576.01,9413534.782,-26.1
-7374916.265,9413534.782,-26.2
-7319256.52,9413534.782,-26.3
-7263596.774,9413534.782,-26.7
-5816443.394,9413534.782,-8.1
-5760783.649,9413534.782,-8.8
-5705123.903,9413534.782,-10.3
-5649464.158,9413534.782,-10.9
-5593804.412,9413534.782,-10.1
-5538144.667,9413534.782,-10.1
-5482484.922,9413534.782,-12.6
-5426825.176,9413534.782,-14.4
-5371165.431,9413534.782,-15.4
-5315505.685,9413534.782,-16.4
-5259845.94,9413534.782,-16.9
-5204186.195,9413534.782,-17.5
-5148526.449,9413534.782,-18
-5092866.704,9413534.782,-18.2
-5037206.958,9413534.782,-18.3
-4981547.213,9413534.782,-18.5
-4925887.468,9413534.782,-18.6
-4870227.722,9413534.782,-18.1
-4814567.977,9413534.782,-17.5
-4758908.231,9413534.782,-15.8
-4703248.486,9413534.782,-13.7
-4647588.741,9413534.782,-10.7
-4591928.995,9413534.782,-7.9
-4536269.25,9413534.782,-6.9
-4480609.504,9413534.782,-4.8
-2532518.416,9413534.782,1
-2476858.67,9413534.782,1
-2421198.925,9413534.782,-0.6
-2365539.179,9413534.782,-1.5
-2309879.434,9413534.782,-1.6
-2254219.689,9413534.782,-1.3
-2198559.943,9413534.782,-1.8
-2142900.198,9413534.782,-2
-2087240.452,9413534.782,-2.1
-2031580.707,9413534.782,-2.4
-1975920.962,9413534.782,-4.8
-1920261.216,9413534.782,-5.5
-1864601.471,9413534.782,-7.1
-1808941.725,9413534.782,-4.8
-1753281.98,9413534.782,-1.5
-1697622.235,9413534.782,-0.9
-1641962.489,9413534.782,-0.6
1141024.781,9413534.782,6
1196684.526,9413534.782,3.9
1252344.271,9413534.782,3.1
1308004.017,9413534.782,2.4
1363663.762,9413534.782,0.1
1419323.508,9413534.782,-1.3
1474983.253,9413534.782,-1.9
1530642.998,9413534.782,-2.8
1586302.744,9413534.782,-2.4
1641962.489,9413534.782,-2.5
1697622.235,9413534.782,-2.2
1753281.98,9413534.782,-2.2
1808941.725,9413534.782,-2.6
1864601.471,9413534.782,-3.2
1920261.216,9413534.782,-3.4
1975920.962,9413534.782,-3.5
2031580.707,9413534.782,-3.3
2087240.452,9413534.782,-2.8
2142900.198,9413534.782,-1.7
2198559.943,9413534.782,-0.8
2254219.689,9413534.782,0.2
2309879.434,9413534.782,0.7
2365539.179,9413534.782,1
2588178.161,9413534.782,0.2
2643837.906,9413534.782,-0.7
2699497.652,9413534.782,-1.2
2755157.397,9413534.782,-1.4
2810817.143,9413534.782,-1.5
2866476.888,9413534.782,-1.8
2922136.633,9413534.782,-2
2977796.379,9413534.782,-2.4
3033456.124,9413534.782,-2.6
3089115.87,9413534.782,-2.9
3144775.615,9413534.782,-3.1
3200435.36,9413534.782,-3.3
3256095.106,9413534.782,-3.5
3311754.851,9413534.782,-3.6
3367414.596,9413534.782,-3.7
3423074.342,9413534.782,-3.8
3478734.087,9413534.782,-3.9
3534393.833,9413534.782,-3.9
3590053.578,9413534.782,-3.8
3645713.323,9413534.782,-3.8
3701373.069,9413534.782,-3.9
3757032.814,9413534.782,-3.9
3812692.56,9413534.782,-4
3868352.305,9413534.782,-4
3924012.05,9413534.782,-4.2
3979671.796,9413534.782,-4.3
4035331.541,9413534.782,-4.4
4146651.032,9413534.782,-4.6
